site,block,plot,species,div,c_i,flood,alive,date,last_herb,full_mort,fdate
peru,NA,26,arboreum,1,ind,flood,0,09/01/16,,0,
peru,NA,26,arboreum,1,ind,flood,0,09/01/16,,0,
peru,NA,28,chanchamayanum,1,ind,flood,0,09/01/16,,0,
peru,NA,30,lechlerianum,1,ind,flood,0,09/01/16,,0,
peru,NA,30,lechlerianum,1,ind,flood,0,09/01/16,,0,
Ecuador,NA,15,escabrosa,2,clone,no,0,09/03/15,,0,09/03/15
Ecuador,NA,15,escabrosa,2,clone,no,0,09/03/15,,0,09/03/15
Ecuador,NA,15,escabrosa,2,clone,no,0,09/03/15,,0,09/03/15
Ecuador,NA,15,kelleii,2,clone,no,0,09/10/15,,0,09/10/15
Ecuador,NA,24,baezanum,1,clone,no,0,09/17/15,,0,09/17/15
Ecuador,NA,25,pubinervulum,1,clone,no,0,09/17/15,,0,09/17/15
Ecuador,NA,10,schupii,2,clone,flood,0,09/24/15,,0,09/24/15
Ecuador,NA,7,escabrosa,2,clone,flood,0,10/08/15,,0,10/08/15
Ecuador,NA,17,perareolatum,2,clone,no,0,10/08/15,,0,10/08/15
Ecuador,NA,10,schupii,2,clone,flood,0,10/22/15,,0,10/22/15
Ecuador,NA,16,baezanum,2,clone,no,0,10/22/15,,0,10/22/15
Ecuador,NA,16,hispidum,2,clone,no,0,10/29/15,,0,10/29/15
Ecuador,NA,18,pequenia,2,clone,no,0,10/29/15,,0,10/29/15
Ecuador,NA,18,pequenia,2,clone,no,0,10/29/15,,0,10/29/15
Ecuador,NA,18,schupii,2,clone,no,0,10/29/15,,0,10/29/15
Ecuador,NA,18,schupii,2,clone,no,0,11/05/15,,0,11/05/15
Ecuador,NA,3,schupii,10,ind,flood,0,11/12/15,,0,11/12/15
Ecuador,NA,8,hispidum,2,clone,flood,0,11/12/15,,0,11/12/15
Ecuador,NA,8,hispidum,2,clone,flood,0,11/12/15,,0,11/12/15
Ecuador,NA,18,schupii,2,clone,no,0,11/19/15,,0,11/19/15
Ecuador,NA,16,baezanum,2,clone,no,0,11/26/15,,0,11/26/15
Ecuador,NA,25,pubinervulum,1,clone,no,0,11/26/15,,0,11/26/15
Ecuador,NA,26,schupii,1,clone,no,0,11/26/15,,0,11/26/15
Ecuador,NA,28,baezanum,1,ind,no,0,11/29/15,,0,11/29/15
Ecuador,NA,1,lanceifolium,10,ind,flood,0,11/30/16,,0,11/30/16
Ecuador,NA,3,perareolatum,10,ind,flood,0,11/30/16,,0,11/30/16
Ecuador,NA,11,kelleii,2,ind,flood,0,11/30/16,,0,11/30/16
Ecuador,NA,11,kelleii,2,ind,flood,0,11/30/16,,0,11/30/16
Ecuador,NA,29,pubinervulum,1,ind,no,0,11/30/16,,0,11/30/16
Ecuador,NA,29,pubinervulum,1,ind,no,0,11/30/16,,0,11/30/16
Ecuador,NA,29,pubinervulum,1,ind,no,0,11/30/16,,0,11/30/16
Ecuador,NA,5,lanceifolium,10,ind,no,0,12/01/16,,0,12/01/16
Ecuador,NA,7,escabrosa,2,clone,flood,0,12/01/16,,0,12/01/16
Ecuador,NA,7,kelleii,2,clone,flood,0,12/01/16,,0,12/01/16
Ecuador,NA,8,baezanum,2,clone,flood,0,12/01/16,,0,12/01/16
Ecuador,NA,10,schupii,2,clone,flood,0,12/01/16,,0,12/01/16
Ecuador,NA,12,baezanum,2,ind,flood,0,12/01/16,,0,12/01/16
Ecuador,NA,12,baezanum,2,ind,flood,0,12/01/16,,0,12/01/16
Ecuador,NA,12,baezanum,2,ind,flood,0,12/01/16,,0,12/01/16
Ecuador,NA,17,perareolatum,2,clone,no,0,12/01/16,,0,12/01/16
Ecuador,NA,18,pequenia,2,clone,no,0,12/01/16,,0,12/01/16
Brazil,2,A2,corcovadense,3,clone,no,0,12/01/18,,0,
Brazil,3,A3,lepturum,3,clone,no,0,12/01/18,,0,
Brazil,3,A3,vicosanum,3,clone,no,0,12/01/18,,0,
Brazil,2,B2,corcovadense,1,clone,no,0,12/01/18,,0,
Brazil,2,B2,corcovadense,1,clone,no,0,12/01/18,,0,
Brazil,2,B2,corcovadense,1,clone,no,0,12/01/18,,0,
Brazil,2,B2,corcovadense,1,clone,no,0,12/01/18,,0,
Brazil,3,B3,corcovadense,1,clone,no,0,12/01/18,,0,
Brazil,3,B3,corcovadense,1,clone,no,0,12/01/18,,0,
Brazil,3,B3,corcovadense,1,clone,no,0,12/01/18,,0,
Brazil,3,B3,corcovadense,1,clone,no,0,12/01/18,,0,
Brazil,3,B3,corcovadense,1,clone,no,0,12/01/18,,0,
Brazil,1,C1,lepturum,1,clone,no,0,12/01/18,,0,
Brazil,1,C1,lepturum,1,clone,no,0,12/01/18,,0,
Brazil,2,C2,lepturum,1,clone,no,0,12/01/18,,0,
Brazil,1,E1,corcovadense,3,ind,no,0,12/01/18,,0,
Brazil,2,E2,corcovadense,3,ind,no,0,12/01/18,,0,
Brazil,2,E2,lepturum,3,ind,no,0,12/01/18,,0,
Brazil,2,E2,lepturum,3,ind,no,0,12/01/18,,0,
Brazil,3,E3,lepturum,3,ind,no,0,12/01/18,,0,
Brazil,3,E3,vicosanum,3,ind,no,0,12/01/18,,0,
Brazil,1,F1,corcovadense,1,ind,no,0,12/01/18,,0,
Brazil,1,F1,corcovadense,1,ind,no,0,12/01/18,,0,
Brazil,2,F2,corcovadense,1,ind,no,0,12/01/18,,0,
Brazil,2,F2,corcovadense,1,ind,no,0,12/01/18,,0,
Brazil,2,G2,lepturum,1,ind,no,0,12/01/18,,0,
Brazil,3,G3,lepturum,1,ind,no,0,12/01/18,,0,
Brazil,3,G3,lepturum,1,ind,no,0,12/01/18,,0,
Brazil,3,H3,vicosanum,1,ind,no,0,12/01/18,,0,
Brazil,3,H3,vicosanum,1,ind,no,0,12/01/18,,0,
Brazil,1,A1,corcovadense,3,clone,no,0,12/01/19,16,0,
Brazil,1,A1,lepturum,3,clone,no,0,12/01/19,25,0,
Brazil,2,A2,lepturum,3,clone,no,0,12/01/19,2,0,
Brazil,3,A3,corcovadense,3,clone,no,0,12/01/19,21,0,
Brazil,3,A3,lepturum,3,clone,no,0,12/01/19,1,0,
Brazil,1,B1,corcovadense,1,clone,no,0,12/01/19,2,0,
Brazil,3,B3,corcovadense,1,clone,no,0,12/01/19,2,0,
Brazil,1,C1,lepturum,1,clone,no,0,12/01/19,5,0,
Brazil,1,C1,lepturum,1,clone,no,0,12/01/19,14,0,
Brazil,1,C1,lepturum,1,clone,no,0,12/01/19,10,0,
Brazil,2,C2,lepturum,1,clone,no,0,12/01/19,2,0,
Brazil,2,C2,lepturum,1,clone,no,0,12/01/19,12,0,
Brazil,3,C3,lepturum,1,clone,no,0,12/01/19,9,0,
Brazil,3,C3,lepturum,1,clone,no,0,12/01/19,17,0,
Brazil,3,C3,lepturum,1,clone,no,0,12/01/19,50,0,
Brazil,3,C3,lepturum,1,clone,no,0,12/01/19,8.66666666666667,0,
Brazil,3,C3,lepturum,1,clone,no,0,12/01/19,3,0,
Brazil,3,C3,lepturum,1,clone,no,0,12/01/19,6,0,
Brazil,1,D1,vicosanum,1,clone,no,0,12/01/19,13,0,
Brazil,1,D1,vicosanum,1,clone,no,0,12/01/19,18,0,
Brazil,3,D3,vicosanum,1,clone,no,0,12/01/19,9.5,0,
Brazil,3,D3,vicosanum,1,clone,no,0,12/01/19,36.3333333333333,0,
Brazil,3,D3,vicosanum,1,clone,no,0,12/01/19,7.4,0,
Brazil,3,D3,vicosanum,1,clone,no,0,12/01/19,21.25,0,
Brazil,3,D3,vicosanum,1,clone,no,0,12/01/19,55,0,
Brazil,3,D3,vicosanum,1,clone,no,0,12/01/19,9,0,
Brazil,1,E1,corcovadense,3,ind,no,0,12/01/19,50,0,
Brazil,2,E2,vicosanum,3,ind,no,0,12/01/19,26,0,
Brazil,3,E3,corcovadense,3,ind,no,0,12/01/19,5,0,
Brazil,3,E3,corcovadense,3,ind,no,0,12/01/19,11,0,
Brazil,3,E3,vicosanum,3,ind,no,0,12/01/19,18.22,0,
Brazil,1,F1,corcovadense,1,ind,no,0,12/01/19,25,0,
Brazil,1,G1,lepturum,1,ind,no,0,12/01/19,12.5,0,
Brazil,1,G1,lepturum,1,ind,no,0,12/01/19,6,0,
Brazil,1,G1,lepturum,1,ind,no,0,12/01/19,30,0,
Brazil,2,G2,lepturum,1,ind,no,0,12/01/19,18,0,
Brazil,3,G3,lepturum,1,ind,no,0,12/01/19,3,0,
Brazil,3,G3,lepturum,1,ind,no,0,12/01/19,7.5,0,
Brazil,3,G3,lepturum,1,ind,no,0,12/01/19,5.33333333333333,0,
Brazil,1,H1,vicosanum,1,ind,no,0,12/01/19,10,0,
Brazil,2,H2,vicosanum,1,ind,no,0,12/01/19,14.5,0,
Brazil,2,H2,vicosanum,1,ind,no,0,12/01/19,26.75,0,
Brazil,2,H2,vicosanum,1,ind,no,0,12/01/19,70,0,
Brazil,2,H2,vicosanum,1,ind,no,0,12/01/19,4,0,
Brazil,3,H3,vicosanum,1,ind,no,0,12/01/19,19.75,0,
Brazil,3,H3,vicosanum,1,ind,no,0,12/01/19,8.66666666666667,0,
Brazil,3,H3,vicosanum,1,ind,no,0,12/01/19,9.5,0,
Ecuador,NA,4,lanceifolium,10,ind,no,0,12/02/16,,0,12/02/16
Ecuador,NA,8,hispidum,2,clone,flood,0,12/02/16,,0,12/02/16
Ecuador,NA,10,schupii,2,clone,flood,0,12/02/16,,0,12/02/16
Ecuador,NA,6,lanceifolium,10,ind,no,0,12/03/15,,0,12/03/15
Ecuador,NA,7,kelleii,2,clone,flood,0,12/03/15,,0,12/03/15
Ecuador,NA,8,baezanum,2,clone,flood,0,12/03/15,,0,12/03/15
Ecuador,NA,17,pubinervulum,2,clone,no,0,12/03/15,,0,12/03/15
Ecuador,NA,24,baezanum,1,clone,no,0,12/03/15,,0,12/03/15
Ecuador,NA,2,lanceifolium,10,ind,flood,0,12/05/16,,0,12/05/16
Ecuador,NA,2,peludo,10,ind,flood,0,12/05/16,,0,12/05/16
Ecuador,NA,26,schupii,1,clone,no,0,12/05/16,,0,12/05/16
Ecuador,NA,26,schupii,1,clone,no,0,12/05/16,,0,12/05/16
Ecuador,NA,26,schupii,1,clone,no,0,12/05/16,,0,12/05/16
Ecuador,NA,26,schupii,1,clone,no,0,12/05/16,,0,12/05/16
Ecuador,NA,26,schupii,1,clone,no,0,12/05/16,,0,12/05/16
Ecuador,NA,27,kelleii,1,ind,no,0,12/05/16,,0,12/05/15
Ecuador,NA,30,schupii,1,ind,no,0,12/05/16,,0,12/05/16
Ecuador,NA,30,schupii,1,ind,no,0,12/05/16,,0,12/05/16
Ecuador,NA,6,peludo,10,ind,no,0,12/06/16,,0,12/06/16
Ecuador,NA,18,schupii,2,clone,no,0,12/06/16,,0,12/06/16
Ecuador,NA,22,pequenia,2,ind,no,0,12/06/16,,0,12/06/16
Ecuador,NA,22,schupii,2,ind,no,0,12/06/16,,0,12/06/16
Ecuador,NA,24,baezanum,1,clone,no,0,12/06/16,,0,12/06/16
Ecuador,NA,24,baezanum,1,clone,no,0,12/06/16,,0,12/06/16
Ecuador,NA,24,baezanum,1,clone,no,0,12/06/16,,0,12/06/16
Ecuador,NA,25,pubinervulum,1,clone,no,0,12/06/16,,0,12/06/16
Ecuador,NA,25,pubinervulum,1,clone,no,0,12/06/16,,0,12/06/16
Ecuador,NA,13,perareolatum,2,ind,flood,0,12/07/16,,0,12/07/16
Ecuador,NA,13,pubinervulum,2,ind,flood,0,12/07/16,,0,12/07/16
Ecuador,NA,15,kelleii,2,clone,no,0,12/07/16,,0,12/07/16
Ecuador,NA,16,baezanum,2,clone,no,0,12/07/16,,0,12/07/16
Ecuador,NA,16,baezanum,2,clone,no,0,12/07/16,,0,12/07/16
Ecuador,NA,16,hispidum,2,clone,no,0,12/07/16,,0,12/07/16
Ecuador,NA,16,hispidum,2,clone,no,0,12/07/16,,0,12/07/16
Ecuador,NA,19,escabrosa,2,ind,no,0,12/07/16,,0,12/07/16
Ecuador,NA,19,kelleii,2,ind,no,0,12/07/16,,0,12/07/16
Ecuador,NA,19,kelleii,2,ind,no,0,12/07/16,,0,12/07/16
Ecuador,NA,21,perareolatum,2,ind,no,0,12/07/16,,0,12/07/16
Ecuador,NA,21,perareolatum,2,ind,no,0,12/07/16,,0,12/07/16
Ecuador,NA,21,pubinervulum,2,ind,no,0,12/07/16,,0,12/07/16
Ecuador,NA,21,pubinervulum,2,ind,no,0,12/07/16,,0,12/07/16
Ecuador,NA,21,pubinervulum,2,ind,no,0,12/07/16,,0,12/07/16
Ecuador,NA,15,kelleii,2,clone,no,0,12/17/15,,0,12/17/15
peru,NA,1,arboreum,6,ind,flood,0,12/21/15,,0,
peru,NA,1,chanchamayanum,6,ind,flood,0,12/21/15,,0,
peru,NA,1,reticulatum,6,ind,flood,0,12/21/15,,0,
peru,NA,1,reticulatum,6,ind,flood,0,12/21/15,,0,
peru,NA,2,reticulatum,6,ind,flood,0,12/21/15,,0,
peru,NA,3,arboreum,6,ind,flood,0,12/21/15,,0,
peru,NA,3,chanchamayanum,6,ind,flood,0,12/21/15,,0,
peru,NA,3,chanchamayanum,6,ind,flood,0,12/21/15,,0,
peru,NA,3,glabribaccum,6,ind,flood,0,12/21/15,,0,
peru,NA,3,lechlerianum,6,ind,flood,0,12/21/15,,0,
peru,NA,3,reticulatum,6,ind,flood,0,12/21/15,,0,
peru,NA,4,armatum,6,ind,no,0,12/21/15,,0,
peru,NA,4,armatum,6,ind,no,0,12/21/15,,0,
peru,NA,4,glabribaccum,6,ind,no,0,12/21/15,,0,
peru,NA,4,lechlerianum,6,ind,no,0,12/21/15,,0,
peru,NA,4,reticulatum,6,ind,no,0,12/21/15,,0,
peru,NA,4,reticulatum,6,ind,no,0,12/21/15,,0,
peru,NA,5,arboreum,6,ind,no,0,12/21/15,,0,
peru,NA,5,lechlerianum,6,ind,no,0,12/21/15,,0,
peru,NA,5,reticulatum,6,ind,no,0,12/21/15,,0,
peru,NA,6,arboreum,6,ind,no,0,12/21/15,,0,
peru,NA,6,armatum,6,ind,no,0,12/21/15,,0,
peru,NA,6,glabribaccum,6,ind,no,0,12/21/15,,0,
peru,NA,6,glabribaccum,6,ind,no,0,12/21/15,,0,
peru,NA,6,lechlerianum,6,ind,no,0,12/21/15,,0,
peru,NA,6,lechlerianum,6,ind,no,0,12/21/15,,0,
peru,NA,7,arboreum,2,clone,flood,0,12/21/15,,0,
peru,NA,7,glabribaccum,2,clone,flood,0,12/21/15,,0,
peru,NA,7,glabribaccum,2,clone,flood,0,12/21/15,,0,
peru,NA,8,chanchamayanum,2,clone,flood,0,12/21/15,,0,
peru,NA,8,chanchamayanum,2,clone,flood,0,12/21/15,,0,
peru,NA,8,chanchamayanum,2,clone,flood,0,12/21/15,,0,
peru,NA,8,chanchamayanum,2,clone,flood,0,12/21/15,,0,
peru,NA,8,reticulatum,2,clone,flood,0,12/21/15,,0,
peru,NA,8,reticulatum,2,clone,flood,0,12/21/15,,0,
peru,NA,8,reticulatum,2,clone,flood,0,12/21/15,,0,
peru,NA,9,armatum,2,clone,flood,0,12/21/15,,0,
peru,NA,9,armatum,2,clone,flood,0,12/21/15,,0,
peru,NA,9,lechlerianum,2,clone,flood,0,12/21/15,,0,
peru,NA,9,lechlerianum,2,clone,flood,0,12/21/15,,0,
peru,NA,10,arboreum,2,ind,flood,0,12/21/15,,0,
peru,NA,10,arboreum,2,ind,flood,0,12/21/15,,0,
peru,NA,11,chanchamayanum,2,ind,flood,0,12/21/15,,0,
peru,NA,11,chanchamayanum,2,ind,flood,0,12/21/15,,0,
peru,NA,11,chanchamayanum,2,ind,flood,0,12/21/15,,0,
peru,NA,11,reticulatum,2,ind,flood,0,12/21/15,,0,
peru,NA,11,reticulatum,2,ind,flood,0,12/21/15,,0,
peru,NA,11,reticulatum,2,ind,flood,0,12/21/15,,0,
peru,NA,11,reticulatum,2,ind,flood,0,12/21/15,,0,
peru,NA,12,armatum,2,ind,flood,0,12/21/15,,0,
peru,NA,12,armatum,2,ind,flood,0,12/21/15,,0,
peru,NA,12,armatum,2,ind,flood,0,12/21/15,,0,
peru,NA,12,lechlerianum,2,ind,flood,0,12/21/15,,0,
peru,NA,12,lechlerianum,2,ind,flood,0,12/21/15,,0,
peru,NA,13,arboreum,2,clone,no,0,12/21/15,,0,
peru,NA,13,arboreum,2,clone,no,0,12/21/15,,0,
peru,NA,13,glabribaccum,2,clone,no,0,12/21/15,,0,
peru,NA,13,glabribaccum,2,clone,no,0,12/21/15,,0,
peru,NA,13,glabribaccum,2,clone,no,0,12/21/15,,0,
peru,NA,13,glabribaccum,2,clone,no,0,12/21/15,,0,
peru,NA,14,chanchamayanum,2,clone,no,0,12/21/15,,0,
peru,NA,14,chanchamayanum,2,clone,no,0,12/21/15,,0,
peru,NA,14,chanchamayanum,2,clone,no,0,12/21/15,,0,
peru,NA,14,reticulatum,2,clone,no,0,12/21/15,,0,
peru,NA,14,reticulatum,2,clone,no,0,12/21/15,,0,
peru,NA,14,reticulatum,2,clone,no,0,12/21/15,,0,
peru,NA,14,reticulatum,2,clone,no,0,12/21/15,,0,
peru,NA,14,reticulatum,2,clone,no,0,12/21/15,,0,
peru,NA,15,armatum,2,clone,no,0,12/21/15,,0,
peru,NA,15,armatum,2,clone,no,0,12/21/15,,0,
peru,NA,15,armatum,2,clone,no,0,12/21/15,,0,
peru,NA,15,armatum,2,clone,no,0,12/21/15,,0,
peru,NA,15,lechlerianum,2,clone,no,0,12/21/15,,0,
peru,NA,15,lechlerianum,2,clone,no,0,12/21/15,,0,
peru,NA,15,lechlerianum,2,clone,no,0,12/21/15,,0,
peru,NA,15,lechlerianum,2,clone,no,0,12/21/15,,0,
peru,NA,16,arboreum,2,ind,no,0,12/21/15,,0,
peru,NA,16,arboreum,2,ind,no,0,12/21/15,,0,
peru,NA,16,arboreum,2,ind,no,0,12/21/15,,0,
peru,NA,16,glabribaccum,2,ind,no,0,12/21/15,,0,
peru,NA,17,chanchamayanum,2,ind,no,0,12/21/15,,0,
peru,NA,17,chanchamayanum,2,ind,no,0,12/21/15,,0,
peru,NA,17,chanchamayanum,2,ind,no,0,12/21/15,,0,
peru,NA,17,reticulatum,2,ind,no,0,12/21/15,,0,
peru,NA,17,reticulatum,2,ind,no,0,12/21/15,,0,
peru,NA,17,reticulatum,2,ind,no,0,12/21/15,,0,
peru,NA,17,reticulatum,2,ind,no,0,12/21/15,,0,
peru,NA,17,reticulatum,2,ind,no,0,12/21/15,,0,
peru,NA,18,armatum,2,ind,no,0,12/21/15,,0,
peru,NA,18,armatum,2,ind,no,0,12/21/15,,0,
peru,NA,18,armatum,2,ind,no,0,12/21/15,,0,
peru,NA,18,armatum,2,ind,no,0,12/21/15,,0,
peru,NA,18,armatum,2,ind,no,0,12/21/15,,0,
peru,NA,18,lechlerianum,2,ind,no,0,12/21/15,,0,
peru,NA,19,glabribaccum,1,clone,flood,0,12/21/15,,0,
peru,NA,19,glabribaccum,1,clone,flood,0,12/21/15,,0,
peru,NA,19,glabribaccum,1,clone,flood,0,12/21/15,,0,
peru,NA,19,glabribaccum,1,clone,flood,0,12/21/15,,0,
peru,NA,19,glabribaccum,1,clone,flood,0,12/21/15,,0,
peru,NA,19,glabribaccum,1,clone,flood,0,12/21/15,,0,
peru,NA,20,arboreum,1,clone,flood,0,12/21/15,,0,
peru,NA,20,arboreum,1,clone,flood,0,12/21/15,,0,
peru,NA,20,arboreum,1,clone,flood,0,12/21/15,,0,
peru,NA,20,arboreum,1,clone,flood,0,12/21/15,,0,
peru,NA,20,arboreum,1,clone,flood,0,12/21/15,,0,
peru,NA,20,arboreum,1,clone,flood,0,12/21/15,,0,
peru,NA,20,arboreum,1,clone,flood,0,12/21/15,,0,
peru,NA,20,arboreum,1,clone,flood,0,12/21/15,,0,
peru,NA,21,reticulatum,1,clone,flood,0,12/21/15,,0,
peru,NA,21,reticulatum,1,clone,flood,0,12/21/15,,0,
peru,NA,21,reticulatum,1,clone,flood,0,12/21/15,,0,
peru,NA,21,reticulatum,1,clone,flood,0,12/21/15,,0,
peru,NA,21,reticulatum,1,clone,flood,0,12/21/15,,0,
peru,NA,21,reticulatum,1,clone,flood,0,12/21/15,,0,
peru,NA,21,reticulatum,1,clone,flood,0,12/21/15,,0,
peru,NA,21,reticulatum,1,clone,flood,0,12/21/15,,0,
peru,NA,21,reticulatum,1,clone,flood,0,12/21/15,,0,
peru,NA,21,reticulatum,1,clone,flood,0,12/21/15,,0,
peru,NA,21,reticulatum,1,clone,flood,0,12/21/15,,0,
peru,NA,21,reticulatum,1,clone,flood,0,12/21/15,,0,
peru,NA,22,chanchamayanum,1,clone,flood,0,12/21/15,,0,
peru,NA,22,chanchamayanum,1,clone,flood,0,12/21/15,,0,
peru,NA,22,chanchamayanum,1,clone,flood,0,12/21/15,,0,
peru,NA,23,armatum,1,clone,flood,0,12/21/15,,0,
peru,NA,23,armatum,1,clone,flood,0,12/21/15,,0,
peru,NA,23,armatum,1,clone,flood,0,12/21/15,,0,
peru,NA,23,armatum,1,clone,flood,0,12/21/15,,0,
peru,NA,23,armatum,1,clone,flood,0,12/21/15,,0,
peru,NA,24,lechlerianum,1,clone,flood,0,12/21/15,,0,
peru,NA,24,lechlerianum,1,clone,flood,0,12/21/15,,0,
peru,NA,25,glabribaccum,1,ind,flood,0,12/21/15,,0,
peru,NA,25,glabribaccum,1,ind,flood,0,12/21/15,,0,
peru,NA,26,arboreum,1,ind,flood,0,12/21/15,,0,
peru,NA,26,arboreum,1,ind,flood,0,12/21/15,,0,
peru,NA,26,arboreum,1,ind,flood,0,12/21/15,,0,
peru,NA,26,arboreum,1,ind,flood,0,12/21/15,,0,
peru,NA,27,reticulatum,1,ind,flood,0,12/21/15,,0,
peru,NA,27,reticulatum,1,ind,flood,0,12/21/15,,0,
peru,NA,27,reticulatum,1,ind,flood,0,12/21/15,,0,
peru,NA,27,reticulatum,1,ind,flood,0,12/21/15,,0,
peru,NA,27,reticulatum,1,ind,flood,0,12/21/15,,0,
peru,NA,27,reticulatum,1,ind,flood,0,12/21/15,,0,
peru,NA,27,reticulatum,1,ind,flood,0,12/21/15,,0,
peru,NA,27,reticulatum,1,ind,flood,0,12/21/15,,0,
peru,NA,28,chanchamayanum,1,ind,flood,0,12/21/15,,0,
peru,NA,28,chanchamayanum,1,ind,flood,0,12/21/15,,0,
peru,NA,28,chanchamayanum,1,ind,flood,0,12/21/15,,0,
peru,NA,28,chanchamayanum,1,ind,flood,0,12/21/15,,0,
peru,NA,29,armatum,1,ind,flood,0,12/21/15,,0,
peru,NA,29,armatum,1,ind,flood,0,12/21/15,,0,
peru,NA,29,armatum,1,ind,flood,0,12/21/15,,0,
peru,NA,29,armatum,1,ind,flood,0,12/21/15,,0,
peru,NA,29,armatum,1,ind,flood,0,12/21/15,,0,
peru,NA,29,armatum,1,ind,flood,0,12/21/15,,0,
peru,NA,29,armatum,1,ind,flood,0,12/21/15,,0,
peru,NA,29,armatum,1,ind,flood,0,12/21/15,,0,
peru,NA,30,lechlerianum,1,ind,flood,0,12/21/15,,0,
peru,NA,30,lechlerianum,1,ind,flood,0,12/21/15,,0,
peru,NA,30,lechlerianum,1,ind,flood,0,12/21/15,,0,
peru,NA,30,lechlerianum,1,ind,flood,0,12/21/15,,0,
peru,NA,30,lechlerianum,1,ind,flood,0,12/21/15,,0,
peru,NA,30,lechlerianum,1,ind,flood,0,12/21/15,,0,
Ecuador,NA,18,schupii,2,clone,no,0,12/23/15,,0,12/23/15
Ecuador,NA,18,schupii,2,clone,no,0,12/23/15,,0,12/23/15
Ecuador,NA,28,baezanum,1,ind,no,0,12/23/15,,0,12/23/15
Ecuador,NA,30,schupii,1,ind,no,0,12/23/15,,0,12/23/15
mogi,2,1,crassinervium,1,ind,no,0,final,5.5,0,
mogi,2,1,crassinervium,1,ind,no,0,final,4,0,
mogi,1,2,miquelianum,2,clone,no,0,final,10,0,
mogi,2,2,arboreum,4,ind,no,0,final,1,0,
mogi,2,2,crassinervium,4,ind,no,0,final,2,0,
mogi,1,3,crassinervium,4,clone,no,0,final,0,0,
mogi,1,3,miquelianum,4,clone,no,0,final,1,0,
mogi,2,3,arboreum,1,ind,no,0,final,2,0,
mogi,3,3,miquelianum,1,clone,no,0,final,56,0,
mogi,3,3,miquelianum,1,clone,no,0,final,23.67,0,
mogi,1,4,crassinervium,2,ind,no,0,final,0.5,0,
mogi,1,4,crassinervium,2,ind,no,0,final,25.25,0,
mogi,3,4,arboreum,1,clone,no,0,final,17.5,0,
mogi,1,5,richardifolium,4,ind,no,0,final,23.2,0,
mogi,3,5,miquelianum,1,ind,no,0,final,25.2,0,
mogi,3,5,miquelianum,1,ind,no,0,final,9,0,
mogi,1,6,miquelianum,1,ind,no,0,final,6.5,0,
mogi,1,6,miquelianum,1,ind,no,0,final,8.82,0,
mogi,2,6,miquelianum,1,ind,no,0,final,5.25,0,
mogi,2,6,miquelianum,1,ind,no,0,final,17.67,0,
mogi,3,6,richardifolium,2,clone,no,0,final,7.5,0,
mogi,1,7,crassinervium,1,ind,no,0,final,1.5,0,
mogi,1,7,crassinervium,1,ind,no,0,final,60,0,
mogi,1,7,crassinervium,1,ind,no,0,final,43,0,
mogi,1,7,crassinervium,1,ind,no,0,final,0,0,
mogi,1,7,crassinervium,1,ind,no,0,final,2,0,
mogi,1,7,crassinervium,1,ind,no,0,final,4,0,
mogi,2,7,miquelianum,4,clone,no,0,final,20,1,
mogi,2,7,miquelianum,4,clone,no,0,final,30.25,0,
mogi,3,7,crassinervium,1,clone,no,0,final,8,0,
mogi,3,7,crassinervium,1,clone,no,0,final,0,0,
mogi,1,8,miquelianum,1,clone,no,0,final,0.25,0,
mogi,2,8,arboreum,1,clone,no,0,final,6,0,
mogi,1,9,arboreum,1,ind,no,0,final,0,0,
mogi,2,9,miquelianum,1,clone,no,0,final,0,0,
mogi,2,9,miquelianum,1,clone,no,0,final,9.29,0,
mogi,3,9,arboreum,4,clone,no,0,final,0.2,0,
mogi,3,9,crassinervium,4,clone,no,0,final,0,0,
mogi,2,10,richardifolium,1,clone,no,0,final,55,0,
mogi,3,10,richardifolium,1,clone,no,0,final,30,0,
mogi,3,11,arboreum,2,ind,no,0,final,2.6,0,
mogi,3,11,richardifolium,2,ind,no,0,final,4,0,
mogi,1,12,arboreum,1,clone,no,0,final,0,0,
mogi,2,12,richardifolium,2,ind,no,0,final,8.33,0,
mogi,2,12,richardifolium,2,ind,no,0,final,0,0,
mogi,2,12,richardifolium,2,ind,no,0,final,2,0,
mogi,2,12,richardifolium,2,ind,no,0,final,1,0,
mogi,2,12,richardifolium,2,ind,no,0,final,8.66666666666667,0,
mogi,2,12,richardifolium,2,ind,no,0,final,6.66666666666667,0,
mogi,3,12,richardifolium,1,ind,no,0,final,11,0,
mogi,3,1,crassinervium,1,ind,no,0,four,0,0,
mogi,3,1,crassinervium,1,ind,no,0,four,10,0,
mogi,3,1,crassinervium,1,ind,no,0,four,6,0,
mogi,3,1,crassinervium,1,ind,no,0,four,47.3333333333333,0,
mogi,1,2,crassinervium,2,clone,no,0,four,6.8,0,
mogi,2,4,crassinervium,1,clone,no,0,four,6,0,
mogi,2,4,crassinervium,1,clone,no,0,four,27.5,0,
mogi,2,4,crassinervium,1,clone,no,0,four,2,0,
mogi,1,6,miquelianum,1,ind,no,0,four,22.6,0,
mogi,2,7,crassinervium,4,clone,no,0,four,4,0,
mogi,3,9,richardifolium,4,clone,no,0,four,16,0,
mogi,1,10,richardifolium,1,clone,no,0,four,80.25,0,
mogi,1,10,richardifolium,1,clone,no,0,four,2,0,
mogi,1,10,richardifolium,1,clone,no,0,four,94,0,
mogi,2,11,crassinervium,1,ind,no,0,four,0,0,
